q_learning,tit_for_tat,accumulate_credits,detective,grudger
11.25,9.0,6.0,0.0,10.4
11.25,9.0,6.0,0.0,10.4
11.25,9.0,6.0,0.0,10.4
9.5,5.4,0.0,0.0,1.55
9.5,5.4,0.0,0.0,1.55
9.5,5.4,0.0,0.0,1.55
9.5,5.4,0.0,0.0,1.55
9.5,5.4,0.0,0.0,1.55
11.65,9.0,0.0,6.0,13.35
11.65,9.0,0.0,6.0,13.35
11.65,9.0,0.0,6.0,13.35
11.65,9.0,0.0,6.0,13.35
11.65,9.0,0.0,6.0,13.35
7.65,12.0,0.0,10.5,9.0
7.65,12.0,0.0,10.5,9.0
7.65,12.0,0.0,10.5,9.0
7.65,12.0,0.0,10.5,9.0
7.65,12.0,0.0,10.5,9.0
12.05,0.0,6.0,0.0,0.0
12.05,0.0,6.0,0.0,0.0
12.05,0.0,6.0,0.0,0.0
12.05,0.0,6.0,0.0,0.0
12.05,0.0,6.0,0.0,0.0
6.45,0.0,4.5,13.55,10.55
6.45,0.0,4.5,13.55,10.55
6.45,0.0,4.5,13.55,10.55
6.45,0.0,4.5,13.55,10.55
6.45,0.0,4.5,13.55,10.55
12.0,11.75,9.0,0.0,0.0
12.0,11.75,9.0,0.0,0.0
12.0,11.75,9.0,0.0,0.0
12.0,11.75,9.0,0.0,0.0
12.0,11.75,9.0,0.0,0.0
10.8,0.0,0.0,0.05,0.0
10.8,0.0,0.0,0.05,0.0
10.8,0.0,0.0,0.05,0.0
10.8,0.0,0.0,0.05,0.0
10.8,0.0,0.0,0.05,0.0
11.65,4.5,0.0,0.0,13.5
11.65,4.5,0.0,0.0,13.5
11.65,4.5,0.0,0.0,13.5
11.65,4.5,0.0,0.0,13.5
11.65,4.5,0.0,0.0,13.5
10.9,1.55,0.0,13.35,0.0
10.9,1.55,0.0,13.35,0.0
10.9,1.55,0.0,13.35,0.0
10.9,1.55,0.0,13.35,0.0
10.9,1.55,0.0,13.35,0.0
8.2,0.0,0.0,0.0,3.9
8.2,0.0,0.0,0.0,3.9
8.2,0.0,0.0,0.0,3.9
8.2,0.0,0.0,0.0,3.9
8.2,0.0,0.0,0.0,3.9
9.25,7.5,0.0,9.0,0.0
9.25,7.5,0.0,9.0,0.0
9.25,7.5,0.0,9.0,0.0
9.25,7.5,0.0,9.0,0.0
9.25,7.5,0.0,9.0,0.0
6.55,0.0,12.0,0.0,0.0
6.55,0.0,12.0,0.0,0.0
6.55,0.0,12.0,0.0,0.0
6.55,0.0,12.0,0.0,0.0
6.55,0.0,12.0,0.0,0.0
7.5,6.0,11.85,9.05,0.0
7.5,6.0,11.85,9.05,0.0
7.5,6.0,11.85,9.05,0.0
7.5,6.0,11.85,9.05,0.0
7.5,6.0,11.85,9.05,0.0
8.75,0.0,0.0,3.0,0.0
8.75,0.0,0.0,3.0,0.0
8.75,0.0,0.0,3.0,0.0
8.75,0.0,0.0,3.0,0.0
8.75,0.0,0.0,3.0,0.0
8.7,11.85,1.5,1.5,0.0
8.7,11.85,1.5,1.5,0.0
8.7,11.85,1.5,1.5,0.0
8.7,11.85,1.5,1.5,0.0
8.7,11.85,1.5,1.5,0.0
12.0,10.5,0.0,13.5,0.0
12.0,10.5,0.0,13.5,0.0
12.0,10.5,0.0,13.5,0.0
12.0,10.5,0.0,13.5,0.0
12.0,10.5,0.0,13.5,0.0
7.7,0.0,0.0,0.0,10.55
7.7,0.0,0.0,0.0,10.55
7.7,0.0,0.0,0.0,10.55
7.7,0.0,0.0,0.0,10.55
7.7,0.0,0.0,0.0,10.55
12.9,1.5,0.0,4.5,7.35
12.9,1.5,0.0,4.5,7.35
12.9,1.5,0.0,4.5,7.35
12.9,1.5,0.0,4.5,7.35
12.9,1.5,0.0,4.5,7.35
12.6,11.55,0.0,9.05,8.85
12.6,11.55,0.0,9.05,8.85
12.6,11.55,0.0,9.05,8.85
12.6,11.55,0.0,9.05,8.85
12.6,11.55,0.0,9.05,8.85
13.35,10.5,2.9,0.0,0.0
13.35,10.5,2.9,0.0,0.0
13.35,10.5,2.9,0.0,0.0
13.35,10.5,2.9,0.0,0.0
13.35,10.5,2.9,0.0,0.0
10.85,0.0,6.0,0.0,0.0
10.85,0.0,6.0,0.0,0.0
10.85,0.0,6.0,0.0,0.0
10.85,0.0,6.0,0.0,0.0
10.85,0.0,6.0,0.0,0.0
11.2,0.0,0.0,7.35,6.0
11.2,0.0,0.0,7.35,6.0
11.2,0.0,0.0,7.35,6.0
11.2,0.0,0.0,7.35,6.0
11.2,0.0,0.0,7.35,6.0
5.85,0.0,10.5,0.0,0.0
5.85,0.0,10.5,0.0,0.0
5.85,0.0,10.5,0.0,0.0
5.85,0.0,10.5,0.0,0.0
5.85,0.0,10.5,0.0,0.0
5.85,4.5,0.0,4.5,10.5
5.85,4.5,0.0,4.5,10.5
5.85,4.5,0.0,4.5,10.5
5.85,4.5,0.0,4.5,10.5
5.85,4.5,0.0,4.5,10.5
11.65,8.9,12.05,0.0,0.0
11.65,8.9,12.05,0.0,0.0
11.65,8.9,12.05,0.0,0.0
11.65,8.9,12.05,0.0,0.0
11.65,8.9,12.05,0.0,0.0
10.25,4.5,0.0,0.0,0.0
10.25,4.5,0.0,0.0,0.0
10.25,4.5,0.0,0.0,0.0
10.25,4.5,0.0,0.0,0.0
10.25,4.5,0.0,0.0,0.0
13.15,5.75,13.5,8.45,9.05
13.15,5.75,13.5,8.45,9.05
13.15,5.75,13.5,8.45,9.05
13.15,5.75,13.5,8.45,9.05
13.15,5.75,13.5,8.45,9.05
11.0,9.0,0.0,0.0,4.5
11.0,9.0,0.0,0.0,4.5
11.0,9.0,0.0,0.0,4.5
11.0,9.0,0.0,0.0,4.5
11.0,9.0,0.0,0.0,4.5
11.85,0.0,0.0,0.0,0.0
11.85,0.0,0.0,0.0,0.0
11.85,0.0,0.0,0.0,0.0
11.85,0.0,0.0,0.0,0.0
11.85,0.0,0.0,0.0,0.0
11.2,0.0,0.0,4.35,12.0
11.2,0.0,0.0,4.35,12.0
11.2,0.0,0.0,4.35,12.0
11.2,0.0,0.0,4.35,12.0
11.2,0.0,0.0,4.35,12.0
8.9,1.5,12.9,0.0,0.0
8.9,1.5,12.9,0.0,0.0
8.9,1.5,12.9,0.0,0.0
8.9,1.5,12.9,0.0,0.0
8.9,1.5,12.9,0.0,0.0
11.7,0.0,0.0,0.0,0.0
11.7,0.0,0.0,0.0,0.0
11.7,0.0,0.0,0.0,0.0
11.7,0.0,0.0,0.0,0.0
11.7,0.0,0.0,0.0,0.0
11.5,0.0,12.0,0.0,7.55
11.5,0.0,12.0,0.0,7.55
11.5,0.0,12.0,0.0,7.55
11.5,0.0,12.0,0.0,7.55
11.5,0.0,12.0,0.0,7.55
11.55,0.0,0.0,0.0,1.55
11.55,0.0,0.0,0.0,1.55
11.55,0.0,0.0,0.0,1.55
11.55,0.0,0.0,0.0,1.55
11.55,0.0,0.0,0.0,1.55
6.15,0.0,0.0,13.5,0.0
6.15,0.0,0.0,13.5,0.0
6.15,0.0,0.0,13.5,0.0
6.15,0.0,0.0,13.5,0.0
6.15,0.0,0.0,13.5,0.0
9.5,0.0,0.0,11.9,0.0
9.5,0.0,0.0,11.9,0.0
9.5,0.0,0.0,11.9,0.0
9.5,0.0,0.0,11.9,0.0
9.5,0.0,0.0,11.9,0.0
10.55,8.85,0.0,7.55,13.5
10.55,8.85,0.0,7.55,13.5
10.55,8.85,0.0,7.55,13.5
10.55,8.85,0.0,7.55,13.5
10.55,8.85,0.0,7.55,13.5
9.95,12.0,10.55,0.0,3.05
9.95,12.0,10.55,0.0,3.05
9.95,12.0,10.55,0.0,3.05
9.95,12.0,10.55,0.0,3.05
9.95,12.0,10.55,0.0,3.05
8.55,0.0,0.0,9.0,0.0
8.55,0.0,0.0,9.0,0.0
8.55,0.0,0.0,9.0,0.0
8.55,0.0,0.0,9.0,0.0
8.55,0.0,0.0,9.0,0.0
11.0,13.5,5.85,13.5,0.0
11.0,13.5,5.85,13.5,0.0
11.0,13.5,5.85,13.5,0.0
11.0,13.5,5.85,13.5,0.0
11.0,13.5,5.85,13.5,0.0
7.25,13.4,1.5,10.5,0.0
7.25,13.4,1.5,10.5,0.0
7.25,13.4,1.5,10.5,0.0
7.25,13.4,1.5,10.5,0.0
7.25,13.4,1.5,10.5,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,4.55
12.75,0.0,0.0,0.0,4.55
12.75,0.0,0.0,0.0,4.55
12.75,0.0,0.0,0.0,4.55
12.75,0.0,0.0,0.0,4.55
11.8,0.0,13.35,13.5,0.0
11.8,0.0,13.35,13.5,0.0
11.8,0.0,13.35,13.5,0.0
11.8,0.0,13.35,13.5,0.0
11.8,0.0,13.35,13.5,0.0
6.9,2.9,0.0,1.55,0.0
6.9,2.9,0.0,1.55,0.0
6.9,2.9,0.0,1.55,0.0
6.9,2.9,0.0,1.55,0.0
6.9,2.9,0.0,1.55,0.0
12.4,0.0,2.9,0.0,0.0
12.4,0.0,2.9,0.0,0.0
12.4,0.0,2.9,0.0,0.0
12.4,0.0,2.9,0.0,0.0
12.4,0.0,2.9,0.0,0.0
13.15,0.0,0.0,0.0,9.0
13.15,0.0,0.0,0.0,9.0
13.15,0.0,0.0,0.0,9.0
13.15,0.0,0.0,0.0,9.0
13.15,0.0,0.0,0.0,9.0
5.4,7.35,13.5,0.0,0.0
5.4,7.35,13.5,0.0,0.0
5.4,7.35,13.5,0.0,0.0
5.4,7.35,13.5,0.0,0.0
5.4,7.35,13.5,0.0,0.0
12.4,0.0,12.0,12.05,11.85
12.4,0.0,12.0,12.05,11.85
12.4,0.0,12.0,12.05,11.85
12.4,0.0,12.0,12.05,11.85
12.4,0.0,12.0,12.05,11.85
12.3,4.5,0.0,0.0,0.0
12.3,4.5,0.0,0.0,0.0
12.3,4.5,0.0,0.0,0.0
12.3,4.5,0.0,0.0,0.0
12.3,4.5,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0
6.15,3.05,0.0,0.0,0.0
6.15,3.05,0.0,0.0,0.0
6.15,3.05,0.0,0.0,0.0
6.15,3.05,0.0,0.0,0.0
6.15,3.05,0.0,0.0,0.0
10.35,4.5,4.5,0.0,0.0
10.35,4.5,4.5,0.0,0.0
10.35,4.5,4.5,0.0,0.0
10.35,4.5,4.5,0.0,0.0
10.35,4.5,4.5,0.0,0.0
11.45,3.05,0.0,4.5,0.0
11.45,3.05,0.0,4.5,0.0
11.45,3.05,0.0,4.5,0.0
11.45,3.05,0.0,4.5,0.0
11.45,3.05,0.0,4.5,0.0
8.15,13.35,6.9,11.85,0.0
8.15,13.35,6.9,11.85,0.0
8.15,13.35,6.9,11.85,0.0
8.15,13.35,6.9,11.85,0.0
8.15,13.35,6.9,11.85,0.0
4.05,0.0,0.0,4.5,0.0
4.05,0.0,0.0,4.5,0.0
4.05,0.0,0.0,4.5,0.0
4.05,0.0,0.0,4.5,0.0
4.05,0.0,0.0,4.5,0.0
12.9,0.0,1.5,7.5,2.85
12.9,0.0,1.5,7.5,2.85
12.9,0.0,1.5,7.5,2.85
12.9,0.0,1.5,7.5,2.85
12.9,0.0,1.5,7.5,2.85
8.45,10.5,3.0,0.0,0.0
8.45,10.5,3.0,0.0,0.0
8.45,10.5,3.0,0.0,0.0
8.45,10.5,3.0,0.0,0.0
8.45,10.5,3.0,0.0,0.0
9.6,10.4,6.05,0.0,0.0
9.6,10.4,6.05,0.0,0.0
9.6,10.4,6.05,0.0,0.0
9.6,10.4,6.05,0.0,0.0
9.6,10.4,6.05,0.0,0.0
10.65,10.4,10.5,1.55,12.0
10.65,10.4,10.5,1.55,12.0
10.65,10.4,10.5,1.55,12.0
10.65,10.4,10.5,1.55,12.0
10.65,10.4,10.5,1.55,12.0
4.5,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0
11.6,0.0,6.05,0.0,9.0
11.6,0.0,6.05,0.0,9.0
11.6,0.0,6.05,0.0,9.0
11.6,0.0,6.05,0.0,9.0
11.6,0.0,6.05,0.0,9.0
7.8,0.0,0.0,8.9,0.0
7.8,0.0,0.0,8.9,0.0
7.8,0.0,0.0,8.9,0.0
7.8,0.0,0.0,8.9,0.0
7.8,0.0,0.0,8.9,0.0
4.35,0.0,0.0,13.5,0.0
4.35,0.0,0.0,13.5,0.0
4.35,0.0,0.0,13.5,0.0
4.35,0.0,0.0,13.5,0.0
4.35,0.0,0.0,13.5,0.0
12.45,0.0,4.55,0.0,0.0
12.45,0.0,4.55,0.0,0.0
12.45,0.0,4.55,0.0,0.0
12.45,0.0,4.55,0.0,0.0
12.45,0.0,4.55,0.0,0.0
10.8,0.0,13.5,0.0,1.5
10.8,0.0,13.5,0.0,1.5
10.8,0.0,13.5,0.0,1.5
10.8,0.0,13.5,0.0,1.5
10.8,0.0,13.5,0.0,1.5
12.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0
11.1,12.9,12.0,0.0,10.05
11.1,12.9,12.0,0.0,10.05
11.1,12.9,12.0,0.0,10.05
11.1,12.9,12.0,0.0,10.05
11.1,12.9,12.0,0.0,10.05
12.2,10.5,4.55,0.0,0.0
12.2,10.5,4.55,0.0,0.0
12.2,10.5,4.55,0.0,0.0
12.2,10.5,4.55,0.0,0.0
12.2,10.5,4.55,0.0,0.0
12.75,0.0,4.5,10.5,9.0
12.75,0.0,4.5,10.5,9.0
12.75,0.0,4.5,10.5,9.0
12.75,0.0,4.5,10.5,9.0
12.75,0.0,4.5,10.5,9.0
12.0,2.85,0.0,0.0,13.5
12.0,2.85,0.0,0.0,13.5
12.0,2.85,0.0,0.0,13.5
12.0,2.85,0.0,0.0,13.5
12.0,2.85,0.0,0.0,13.5
5.7,0.0,9.05,0.0,1.5
5.7,0.0,9.05,0.0,1.5
5.7,0.0,9.05,0.0,1.5
5.7,0.0,9.05,0.0,1.5
5.7,0.0,9.05,0.0,1.5
3.85,6.0,9.05,0.0,0.0
3.85,6.0,9.05,0.0,0.0
3.85,6.0,9.05,0.0,0.0
3.85,6.0,9.05,0.0,0.0
3.85,6.0,9.05,0.0,0.0
12.0,0.0,8.4,1.5,6.0
12.0,0.0,8.4,1.5,6.0
12.0,0.0,8.4,1.5,6.0
12.0,0.0,8.4,1.5,6.0
12.0,0.0,8.4,1.5,6.0
4.55,0.0,0.0,1.35,0.0
4.55,0.0,0.0,1.35,0.0
4.55,0.0,0.0,1.35,0.0
4.55,0.0,0.0,1.35,0.0
4.55,0.0,0.0,1.35,0.0
12.4,0.0,0.0,12.0,0.0
12.4,0.0,0.0,12.0,0.0
12.4,0.0,0.0,12.0,0.0
12.4,0.0,0.0,12.0,0.0
12.4,0.0,0.0,12.0,0.0
7.6,11.9,0.0,0.0,0.0
7.6,11.9,0.0,0.0,0.0
7.6,11.9,0.0,0.0,0.0
7.6,11.9,0.0,0.0,0.0
7.6,11.9,0.0,0.0,0.0
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
